OTEXE;SEXEP;TRA05;CHAFF;UTATO;STREV
46;1;8;158913;2,31;68794
46;1;10;84958;1;84958
37;1;4;323936;2,56;126538
15;1;10;160081;1;160081
46;1;7;111325;1;111325
83;1;9;105018;2,13;49304
37;2;10;235669;4,9;48096
45;1;5;268609;2;134305
28;1;7;489874;9,09;53892
28;1;8;664517;10,2;65149
50;1;9;358265;2;179133
16;1;4;394220;2,35;167753
15;1;9;104921;1;104921
84;1;9;478375;2,05;233354
46;2;8;106687;3;35562
83;1;9;502590;3;167530
37;1;10;568700;7,08;80325
37;1;10;46262;1;46262
37;1;8;230519;3,47;66432
37;1;7;340063;5,24;64898
37;2;7;105543;2,41;43794
37;1;9;522738;9,09;57507
37;1;9;92479;1;92479
37;1;9;259230;7,06;36718
84;1;7;206659;1;206659
83;1;7;197274;1;197274
48;1;10;31573;1,41;22392
37;1;7;253969;4,75;53467
83;1;9;123531;1;123531
83;1;8;124663;1;124663
45;1;9;98894;1;98894
28;1;10;528874;11,88;44518
37;1;5;189041;3,16;59823
83;1;9;324661;2;162331
84;1;9;977943;7,94;123167
45;1;10;404760;3,31;122284
37;1;8;320052;4,67;68534
37;2;4;99836;1,88;53104
15;1;9;69042;1;69042
37;1;7;64293;1,1;58448
15;1;9;56544;1;56544
37;1;9;45823;1;45823
45;1;9;45792;1;45792
16;1;5;854961;5,87;145649
29;1;5;718201;6,36;112925
47;1;8;114111;1;114111
48;1;9;76132;1,62;46995
15;1;9;227472;2,77;82120
37;1;7;212103;3,31;64079
39;1;7;262183;8;32773
45;1;10;149955;1;149955
45;1;9;455102;4,88;93259
15;1;9;125306;2;62653
15;1;10;302531;2;151266
74;1;9;332906;4;83227
15;1;8;218399;1;218399
46;1;7;55514;1;55514
15;1;8;327709;2,38;137693
46;1;8;80075;1;80075
45;1;8;112714;1,07;105340
83;1;7;719398;4,19;171694
48;1;7;928382;10,06;92284
46;1;7;141350;1;141350
15;1;7;178655;2;89328
15;2;6;229724;1;229724
15;1;7;416865;2;208433
84;1;10;207751;2,12;97996
15;1;4;104174;1;104174
16;1;9;3444992;14,25;241754
83;1;8;104379;1;104379
45;1;7;277301;2,63;105438
37;1;9;686945;10;68695
39;1;8;443975;8,17;54342
37;1;8;1165962;7,03;165855
46;1;7;79900;1;79900
48;1;6;259679;4;64920
46;1;6;81738;1;81738
45;1;6;164159;1,38;118956
83;2;8;210947;1,5;140631
16;1;9;373582;1;373582
16;1;10;552512;3;184171
15;1;11;100033;1;100033
83;1;10;656717;3,44;190906
16;1;4;307449;1,03;298494
61;1;9;120625;1;120625
47;1;5;444030;2;222015
47;1;8;251583;5,31;47379
46;1;7;184380;2,3;80165
47;2;10;81557;1;81557
28;1;6;521013;5;104203
15;1;5;96539;2;48270
15;2;8;113167;1;113167
16;1;8;83763;1;83763
15;1;7;86699;1;86699
15;1;9;92725;1;92725
47;1;9;435827;4,02;108415
47;2;7;205164;2;102582
15;1;5;113498;1;113498
45;1;7;183308;2;91654
46;2;9;85453;1,24;68914
83;1;10;531252;3;177084
38;2;10;398365;6,5;61287
37;1;7;193504;2,02;95794
16;1;7;1392956;21;66331
15;1;9;93847;1;93847
83;1;7;383510;2;191755
28;1;8;173053;2,75;62928
28;1;10;50601;1;50601
16;1;10;281705;1;281705
28;1;6;106791;3,52;30338
29;1;10;173497;4,17;41606
37;1;6;147470;2,52;58520
83;1;9;1920925;3,69;520576
37;1;12;166280;2;83140
37;1;10;83365;2,44;34166
37;1;8;455687;7,32;62252
16;1;9;68142;1,14;59774
37;1;10;122058;1,38;88448
16;1;9;220608;1,75;126062
29;1;9;1476252;17,85;82703
39;1;9;2693578;36,13;74552
28;1;8;634892;11,32;56086
39;1;6;861846;13,86;62182
37;1;10;206948;3,34;61960
29;1;9;121600;1,51;80530
37;1;11;320357;3,58;89485
29;1;7;147206;3,35;43942
15;1;7;45038;1;45038
48;1;11;66592;1;66592
45;1;9;29357;1;29357
47;1;9;210318;1;210318
45;1;8;96205;1;96205
46;1;8;17358;1;17358
46;1;8;22251;1;22251
46;1;8;37519;1;37519
46;1;9;70419;1;70419
46;1;2;48478;1;48478
28;1;8;494688;7,56;65435
46;1;7;67947;1;67947
46;1;10;216778;3;72259
46;1;8;120322;1;120322
39;1;9;890138;12,84;69325
45;1;10;490622;4;122655
16;1;8;24651;1,01;24407
39;1;9;345490;10;34549
29;2;7;95579;1,69;56556
37;1;9;527826;5,75;91796
28;1;7;22241;1;22241
83;1;8;647898;4,5;143977
39;1;9;59694;2,09;28562
46;1;8;41574;2;20787
83;2;10;106384;1;106384
39;1;8;482270;11,16;43214
74;1;4;816112;3;272037
15;1;8;371288;2;185644
50;1;8;206119;1;206119
15;2;11;66464;1;66464
29;1;8;317004;2,02;156933
45;1;9;161689;2;80845
83;1;9;32365;2;16183
46;2;8;219457;2;109729
45;1;5;449896;3;149965
16;2;9;30348;1;30348
45;2;7;414888;4,13;100457
37;1;10;257624;3,08;83644
39;1;8;1116157;16,13;69198
15;2;5;243698;1;243698
47;1;5;258050;3;86017
46;1;8;81142;1;81142
46;1;9;115461;2,04;56599
45;1;9;82586;2,56;32260
83;1;10;53422;2;26711
46;2;8;132411;2;66205
46;1;6;193597;1;193597
83;1;3;834578;4,88;171020
15;1;7;114666;1;114666
16;1;9;297903;2,04;146031
37;2;9;68978;1,17;58956
16;1;6;128608;1;128608
37;2;7;176461;1,64;107598
37;2;6;745611;9,04;82479
37;2;8;860354;9,15;94028
15;1;9;498936;3,25;153519
50;2;8;56008;1;56008
15;1;8;222685;1;222685
45;1;7;288411;4,99;57798
37;1;6;950197;7,95;119522
46;1;6;132501;1,31;101146
46;1;10;151351;2;75676
46;1;8;148097;2;74048
83;1;8;122731;2;61366
15;1;8;335399;2;167700
37;1;9;55352;1,03;53740
46;1;8;86795;1;86795
15;1;6;390749;2;195375
46;1;9;96958;1;96958
46;1;5;131462;2;65731
45;1;7;374510;3,29;113833
83;1;8;180269;2;90135
15;1;6;272562;1;272562
15;1;10;162440;3;54147
50;1;9;64348;1;64348
37;2;8;472558;6,68;70742
37;1;8;199996;1,29;155036
45;1;5;513986;3;171329
84;1;8;643398;3;214466
29;1;8;36021;1;36021
15;2;9;124995;0,8;156243
48;1;10;290472;5,95;48819
37;1;9;349664;5,36;65236
45;1;8;314850;2,75;114491
45;1;6;534925;5,04;106136
50;1;8;247291;1;247291
46;1;7;103431;2,09;49488
39;1;6;70383;1,09;64571
83;1;8;74627;1;74627
48;1;8;1034963;9,06;114234
37;1;9;153566;3,03;50682
46;1;8;36393;1;36393
37;1;9;191014;4;47754
37;1;9;62024;2,28;27204
37;1;9;38207;1,25;30566
37;1;7;21497;1;21497
37;1;8;227816;4,88;46684
15;2;10;73272;0,5;146544
39;1;9;213242;2,81;75887
84;1;9;491244;6,63;74094
46;1;9;87128;1;87128
37;1;8;112046;1,5;74697
46;1;8;27393;1;27393
45;1;7;81796;1;81796
15;1;8;174510;1,22;143041
84;2;8;824335;3,4;242451
84;1;8;409028;1;409028
74;1;8;220128;2;110064
37;1;11;22711;2;11356
38;1;7;124961;3,38;36971
28;1;6;226841;3,77;60170
39;1;6;692454;12,16;56945
50;2;9;367966;1,13;325634
45;1;6;485425;4,36;111336
39;1;9;93571;2;46786
45;1;9;243331;3;81110
15;1;10;61659;1;61659
15;1;7;214283;1;214283
29;1;9;766436;10,46;73273
50;1;8;1398380;3,82;366068
39;1;6;143813;2;71907
45;1;8;64662;2;32331
39;1;12;347292;6,54;53103
83;1;5;456277;2,88;158429
46;2;10;73493;1;73493
29;1;9;172915;2,31;74855
37;1;6;409521;5,74;71345
37;1;8;105361;1;105361
16;1;9;304730;1;304730
45;1;8;99617;1,5;66411
37;1;6;419401;3,52;119148
15;1;11;160774;2,73;58892
47;1;5;563430;2,07;272188
83;1;10;31392;1;31392
37;1;7;84495;2;42248
45;1;9;85473;2;42737
46;1;6;162154;2;81077
16;1;8;294778;2,05;143794
46;1;5;244165;3;81388
83;1;10;294905;2,2;134048
46;1;6;133002;3;44334
45;1;10;247955;3;82652
45;1;6;192131;1;192131
46;1;8;81051;3;27017
46;1;9;61048;2;30524
46;1;9;97708;1;97708
83;1;8;55928;1;55928
46;1;7;62614;1;62614
45;2;11;403074;3,04;132590
45;1;8;161359;1;161359
37;1;9;89663;1,3;68972
16;1;8;199665;1;199665
29;1;8;901323;6,04;149226
15;1;7;177065;1;177065
16;1;9;189549;1,49;127214
28;1;8;74942;1,33;56347
15;1;7;117382;1;117382
15;1;10;95976;1;95976
15;1;7;415786;2,96;140468
15;1;9;1024921;3,42;299685
16;1;8;613713;3;204571
45;1;9;146037;1;146037
15;1;8;40106;1;40106
50;1;9;1040675;6,39;162860
15;1;9;71612;1;71612
45;1;5;160560;1;160560
83;1;7;80039;2;40020
39;2;9;468445;8,37;55967
16;1;8;263132;1;263132
83;1;8;469965;2,86;164323
46;1;9;90344;2;45172
45;1;7;513906;3,5;146830
45;1;5;377488;2;188744
16;1;8;368815;1;368815
45;1;5;293350;1;293350
15;1;11;122424;1,12;109307
15;1;8;101660;1;101660
15;1;7;217914;1;217914
15;1;8;196424;1,08;181874
83;1;8;625474;4;156368
47;1;6;493524;5,56;88763
15;1;7;332052;2,98;111427
15;1;10;191884;2;95942
15;2;7;229182;1,6;143239
84;1;3;798122;1,84;433762
37;1;6;976770;7,44;131286
37;2;10;194189;1,2;161824
37;2;9;142478;1,19;119729
15;2;12;217935;3;72645
15;1;10;255596;0,87;293789
15;1;10;241118;0,6;401863
45;1;8;158224;1,14;138793
37;1;8;131491;2,79;47129
47;1;7;188556;1,26;149648
45;1;9;229528;1,5;153019
45;1;8;87717;1;87717
83;1;7;134462;1;134462
45;1;9;99450;2;49725
16;1;10;396893;2,23;177979
45;1;6;323349;1;323349
83;1;9;432924;2,5;173170
45;1;7;203972;2;101986
45;1;8;162331;1;162331
45;1;9;265128;3,19;83112
37;2;7;202090;3,26;61991
48;1;7;17174;1;17174
48;1;7;107656;1,54;69907
37;1;9;100805;1,44;70003
37;1;8;165751;1;165751
16;1;9;101567;1;101567
15;1;9;64058;1;64058
29;1;10;88164;1,86;47400
37;1;8;170124;3;56708
45;2;10;47038;1;47038
46;1;9;18458;1;18458
15;2;10;71547;1;71547
46;1;10;15777;2;7888
46;2;8;70156;2;35078
48;1;7;112136;1;112136
48;1;9;160520;2;80260
45;1;9;47826;1;47826
46;1;10;97866;3;32622
45;1;8;171371;2;85685
47;1;7;117646;1;117646
61;1;8;343754;6,66;51615
39;1;8;320083;7,13;44892
39;1;7;266112;9;29568
46;2;9;102023;1,5;68015
37;1;9;39193;1,08;36290
15;1;8;123014;1,48;83118
46;1;10;296519;2,68;110641
46;1;7;54441;2;27221
37;1;5;464331;5,25;88444
37;1;7;140380;2,81;49957
83;1;9;70951;1,11;63920
29;1;10;706464;8,5;83113
46;1;8;26218;1;26218
84;1;8;378028;2;189014
45;1;6;238066;2;119033
37;2;10;105242;4,94;21304
45;2;8;66977;1,53;43776
83;1;5;850205;5,06;168025
83;1;8;141667;1;141667
37;1;9;111410;1;111410
46;1;9;88405;1;88405
45;1;5;377373;1,52;248272
45;1;8;103809;1;103809
48;1;8;58713;1;58713
46;1;6;57472;1;57472
38;1;8;1776021;1;1776021
29;1;10;121689;2,43;50078
46;1;5;226428;2,95;76755
48;2;7;695554;3,22;216011
45;1;9;517852;3,02;171474
15;1;5;292968;2,74;106923
16;1;8;151416;1;151416
15;1;5;174472;1,34;130203
84;1;9;270513;1,27;213002
83;1;10;162794;2;81397
50;2;11;89123;1;89123
15;2;12;138258;1;138258
45;1;9;256982;2;128491
46;1;5;165555;1,78;93009
37;1;9;167957;2;83979
83;1;9;86306;2;43153
37;1;9;144892;1,56;92879
15;1;8;177943;2;88972
46;1;8;33660;1;33660
61;1;6;390555;4,58;85274
15;1;9;46824;1;46824
50;1;9;570640;2;285320
46;1;8;105581;1;105581
39;1;6;394030;8,26;47703
46;1;8;98491;1,35;72956
46;1;8;12516;1;12516
48;2;10;42152;1,09;38672
50;1;9;622231;2,1;296300
15;1;6;312602;1;312602
45;1;9;116132;1,75;66361
83;1;9;1773475;5,19;341710
16;1;7;55242;1;55242
37;1;8;148319;1;148319
37;2;8;159422;1,89;84350
37;1;8;177911;1,65;107825
37;2;8;134529;1,08;124564
37;2;10;199107;1,21;164551
37;2;7;123654;1,16;106598
37;1;11;117965;1,6;73728
15;1;4;132303;1;132303
46;1;7;104000;1;104000
45;1;7;497074;2;248537
50;1;8;187413;1;187413
46;1;7;206395;2;103198
46;1;8;77769;1;77769
46;1;8;95514;2;47757
46;1;7;82662;1;82662
45;1;8;187629;2;93814
